"ad_creation_time","ad_creative_body","ad_creative_link_caption","ad_creative_link_description","ad_creative_link_title","ad_delivery_start_time","ad_delivery_stop_time","currency","funding_entity","page_id","page_name","spend_lower","spend_upper","adlib_id","impressions_lower","impressions_upper","potential_reach_lower","potential_reach_upper","ad_snapshot_url"
2020-10-22,"<U+0001D642><U+0001D640><U+0001D64A><U+0001D64D><U+0001D642><U+0001D644><U+0001D63C> <U+0001D640><U+0001D647><U+0001D640><U+0001D63E><U+0001D64F><U+0001D644><U+0001D64A><U+0001D649> <U+0001D650><U+0001D64B><U+0001D63F><U+0001D63C><U+0001D64F><U+0001D640>: Voting has already started in Georgia, and turnout is SKYROCKETING! BUT, as we’ve seen in the past, Republicans will try anything to suppress Black and working-class voters from being heard. That’s why Democrat Jon Ossoff is working tirelessly to ensure EVERY last Georgia vote is counted. 

Team Ossoff has launched a rapid response Voter Protection Fund to ensure that every vote is counted. But we’re running out of time, so we need to raise $75,000 ASAP. Chip in $10 now <U+2192>","secure.actblue.com","Chip in $10 Now!","[Donate Now] Count Every Last Vote",2020-10-23,2020-10-29,"USD","JON OSSOFF FOR SENATE","1336293769761923","Jon Ossoff",0,99,"786569625531540",0,999,1000001,NA,"https://www.facebook.com/ads/archive/render_ad/?id=786569625531540&access_token={access_token}"
2020-10-22,"GOOD NEWS: Democrat Jon Ossoff is neck-and-neck with his Republican opponent in recent polls! 

BAD NEWS: Donald Trump, Mitch McConnell, and GOP mega-donors are dumping MILLIONS into this race to save their Senate majority.

Jon’s campaign is not taking ANY corporate PAC contributions, so he’s relying on small-dollar grassroots donors (like you!) to power his fight against the GOP machine. But right now, we’re WAY behind on our weekly fundraising goal. We need to raise $75,000 by the end of the day to get back on track. Rush a $10 donation now to elect Democrat Jon Ossoff and help Democrats take back the Senate! >>","secure.actblue.com","$75,000 Needed for Rapid Response","[Donate] Win Back The Senate",2020-10-23,2020-10-29,"USD","JON OSSOFF FOR SENATE","1336293769761923","Jon Ossoff",0,99,"2833688426874833",1000,1999,1000001,NA,"https://www.facebook.com/ads/archive/render_ad/?id=2833688426874833&access_token={access_token}"
2020-10-22,"Want to make Mitch McConnell FURIOUS? Rush $10 to help Jon Ossoff win in Georgia — the MOST COMPETITIVE U.S. Senate race in the country!

McConnell's Super PAC has spent MILLIONS to defeat Jon Ossoff in Georgia -- and they’re not slowing down. We need to raise $100,000 ASAP to fight back against these attacks and stop McConnell from drowning out our momentum. PLEASE chip in $10 now to help Jon Ossoff WIN in Georgia. <U+2192>","secure.actblue.com","$100,000 Needed for Rapid Response","Ruin McConnell’s Day <U+2192> DONATE",2020-10-23,2020-10-29,"USD","JON OSSOFF FOR SENATE","1336293769761923","Jon Ossoff",0,99,"354464992671080",3000,3999,1000001,NA,"https://www.facebook.com/ads/archive/render_ad/?id=354464992671080&access_token={access_token}"
2020-10-22,"<U+0001D642><U+0001D640><U+0001D64A><U+0001D64D><U+0001D642><U+0001D644><U+0001D63C> <U+0001D640><U+0001D647><U+0001D640><U+0001D63E><U+0001D64F><U+0001D644><U+0001D64A><U+0001D649> <U+0001D650><U+0001D64B><U+0001D63F><U+0001D63C><U+0001D64F><U+0001D640>: Voting has already started in Georgia, and turnout is SKYROCKETING! BUT, as we’ve seen in the past, Republicans will try anything to suppress Black and working-class voters from being heard. That’s why Democrat Jon Ossoff is working tirelessly to ensure EVERY last Georgia vote is counted. 

Team Ossoff has launched a rapid response Voter Protection Fund to ensure that every vote is counted. But we’re running out of time, so we need to raise $75,000 ASAP. Chip in $10 now <U+2192>","secure.actblue.com","Chip in $10 Now!","[Donate Now] Count Every Last Vote",2020-10-23,2020-10-29,"USD","JON OSSOFF FOR SENATE","1336293769761923","Jon Ossoff",0,99,"677468899851997",0,999,1000001,NA,"https://www.facebook.com/ads/archive/render_ad/?id=677468899851997&access_token={access_token}"
2020-10-22,"GOOD NEWS: Democrat Jon Ossoff is neck-and-neck with his Republican opponent in recent polls! 

BAD NEWS: Donald Trump, Mitch McConnell, and GOP mega-donors are dumping MILLIONS into this race to save their Senate majority.

Jon’s campaign is not taking ANY corporate PAC contributions, so he’s relying on small-dollar grassroots donors (like you!) to power his fight against the GOP machine. But right now, we’re WAY behind on our weekly fundraising goal. We need to raise $75,000 by the end of the day to get back on track. Rush a $10 donation now to elect Democrat Jon Ossoff and help Democrats take back the Senate! >>","secure.actblue.com","$75,000 Needed for Rapid Response","[Donate] Win Back The Senate",2020-10-23,2020-10-29,"USD","JON OSSOFF FOR SENATE","1336293769761923","Jon Ossoff",0,99,"796791164230818",0,999,1000001,NA,"https://www.facebook.com/ads/archive/render_ad/?id=796791164230818&access_token={access_token}"
2020-10-22,"Want to make Mitch McConnell FURIOUS? Rush $10 to help Jon Ossoff win in Georgia — the MOST COMPETITIVE U.S. Senate race in the country!

McConnell's Super PAC has spent MILLIONS to defeat Jon Ossoff in Georgia -- and they’re not slowing down. We need to raise $100,000 ASAP to fight back against these attacks and stop McConnell from drowning out our momentum. PLEASE chip in $10 now to help Jon Ossoff WIN in Georgia. <U+2192>","secure.actblue.com","$100,000 Needed for Rapid Response","Ruin McConnell’s Day <U+2192> DONATE",2020-10-23,2020-10-29,"USD","JON OSSOFF FOR SENATE","1336293769761923","Jon Ossoff",0,99,"977899539372745",0,999,1000001,NA,"https://www.facebook.com/ads/archive/render_ad/?id=977899539372745&access_token={access_token}"
2020-10-22,"<U+0001F6A8> BREAKING: The Georgia Senate Race Is Officially A Toss-Up!

Georgia is THE battleground state in 2020. And Republicans know it -- that’s why GOP Super PACs from Washington are pouring TENS of MILLIONS into Georgia. We’re on the verge of something big in Georgia, so we can’t let GOP dark money drown out our campaign’s momentum! 

We’ll be blunt: this is our chance to win back the Senate. BUT if we fall short of our $75,000 fundraising goal, McConnell and his ultra-rich friends could tank our campaign. Please, rush a $10 donation now <U+2192>","secure.actblue.com","Chip In To Win | Donate $10 Now","[Donate] Win Back The Senate",2020-10-23,2020-10-28,"USD","JON OSSOFF FOR SENATE","1336293769761923","Jon Ossoff",0,99,"402733574223898",0,999,1000001,NA,"https://www.facebook.com/ads/archive/render_ad/?id=402733574223898&access_token={access_token}"
2020-10-22,"<U+0001F6A8> BREAKING: The Georgia Senate Race Is Officially A Toss-Up!

Georgia is THE battleground state in 2020. And Republicans know it -- that’s why GOP Super PACs from Washington are pouring TENS of MILLIONS into Georgia. We’re on the verge of something big in Georgia, so we can’t let GOP dark money drown out our campaign’s momentum! 

We’ll be blunt: this is our chance to win back the Senate. BUT if we fall short of our $75,000 fundraising goal, McConnell and his ultra-rich friends could tank our campaign. Please, rush a $10 donation now <U+2192>","secure.actblue.com","Chip In To Win | Donate $10 Now","[Donate] Win Back The Senate",2020-10-23,2020-10-29,"USD","JON OSSOFF FOR SENATE","1336293769761923","Jon Ossoff",0,99,"642992133254330",0,999,100001,5e+05,"https://www.facebook.com/ads/archive/render_ad/?id=642992133254330&access_token={access_token}"
2020-10-22,"GOOD NEWS: Democrat Jon Ossoff is neck-and-neck with his Republican opponent in recent polls! 

BAD NEWS: Donald Trump, Mitch McConnell, and GOP mega-donors are dumping MILLIONS into this race to save their Senate majority.

Jon’s campaign is not taking ANY corporate PAC contributions, so he’s relying on small-dollar grassroots donors (like you!) to power his fight against the GOP machine. But right now, we’re WAY behind on our weekly fundraising goal. We need to raise $75,000 by the end of the day to get back on track. Rush a $10 donation now to elect Democrat Jon Ossoff and help Democrats take back the Senate! >>","secure.actblue.com","$75,000 Needed for Rapid Response","[Donate] Win Back The Senate",2020-10-23,2020-10-29,"USD","JON OSSOFF FOR SENATE","1336293769761923","Jon Ossoff",0,99,"775643816501277",0,999,100001,5e+05,"https://www.facebook.com/ads/archive/render_ad/?id=775643816501277&access_token={access_token}"
2020-10-22,"<U+0001D642><U+0001D640><U+0001D64A><U+0001D64D><U+0001D642><U+0001D644><U+0001D63C> <U+0001D640><U+0001D647><U+0001D640><U+0001D63E><U+0001D64F><U+0001D644><U+0001D64A><U+0001D649> <U+0001D650><U+0001D64B><U+0001D63F><U+0001D63C><U+0001D64F><U+0001D640>: Voting has already started in Georgia, and turnout is SKYROCKETING! BUT, as we’ve seen in the past, Republicans will try anything to suppress Black and working-class voters from being heard. That’s why Democrat Jon Ossoff is working tirelessly to ensure EVERY last Georgia vote is counted. 

Team Ossoff has launched a rapid response Voter Protection Fund to ensure that every vote is counted. But we’re running out of time, so we need to raise $75,000 ASAP. Chip in $10 now <U+2192>","secure.actblue.com","Chip in $10 Now!","[Donate Now] Count Every Last Vote",2020-10-23,2020-10-29,"USD","JON OSSOFF FOR SENATE","1336293769761923","Jon Ossoff",0,99,"534268877445713",0,999,100001,5e+05,"https://www.facebook.com/ads/archive/render_ad/?id=534268877445713&access_token={access_token}"
2020-10-22,"Want to make Mitch McConnell FURIOUS? Rush $10 to help Jon Ossoff win in Georgia — the MOST COMPETITIVE U.S. Senate race in the country!

McConnell's Super PAC has spent MILLIONS to defeat Jon Ossoff in Georgia -- and they’re not slowing down. We need to raise $100,000 ASAP to fight back against these attacks and stop McConnell from drowning out our momentum. PLEASE chip in $10 now to help Jon Ossoff WIN in Georgia. <U+2192>","secure.actblue.com","$100,000 Needed for Rapid Response","Ruin McConnell’s Day <U+2192> DONATE",2020-10-23,2020-11-03,"USD","JON OSSOFF FOR SENATE","1336293769761923","Jon Ossoff",900,999,"1002870180136591",10000,14999,100001,5e+05,"https://www.facebook.com/ads/archive/render_ad/?id=1002870180136591&access_token={access_token}"
